Office,CensusPop,raceYear,weird,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1984,1106,General,Utah,"351,792","Bangerter, Norman H.",Challenger,"275,669","Owens, Wayne",Challenger,N/A,N/A,N/A,N/A,"2,158","76,123",R,0,56.07,43.93,
Governor,N/A,1984,1106,General,Vermont,"113,264","Easton, John J.",Challenger,"116,938","Kunin, Madeline",Challenger,N/A,N/A,N/A,N/A,"3,551","3,674",D,0,49.2,50.8,
Governor,N/A,1984,1106,General,Washington,"881,994","Spellman, John D.",Challenger,"1,006,993","Gardner, Booth",Challenger,N/A,N/A,N/A,N/A,N/A,"124,999",D,0,46.69,53.31,
Governor,N/A,1984,1106,General,West Virginia,"394,937","Moore, Arch A.",Challenger,"346,565","See, Clyde M",Challenger,N/A,N/A,N/A,N/A,N/A,"48,372",R,0,53.26,46.74,
Governor,N/A,1985,,General,New Jersey,"1,372,631","Kean, Thomas H.",Incumbent,"578,402","Shapiro, Peter",Challenger,N/A,N/A,N/A,N/A,"21,591","794,229",R,0,70.35,29.65,
Governor,N/A,1985,,General,Virginia,"404,715","Durrette, Wyatt B.",Challenger,"455,604","Baliles, Gerald L.",Challenger,N/A,N/A,N/A,N/A,93,"50,889",D,0,47.04,52.96,
Governor,N/A,1986,1104,General,Alaska,"76,515","Sturgulewski, Arliss",Challenger,"84,943","Cowper, Steve",Challenger,N/A,N/A,N/A,N/A,"18,097","8,428",D,0,47.39,52.61,
Governor,N/A,1986,1104,General,Alabama,"696,203","Hunt, Guy",Challenger,"537,163","Baxley, Bill",Challenger,N/A,N/A,N/A,N/A,"2,864","159,040",R,0,56.45,43.55,
Governor,N/A,1986,1104,General,Arkansas,"245,420","White, Frank D.",Challenger,"434,202","Clinton, William Jefferson",Incumbent,N/A,N/A,N/A,N/A,242,"188,782",D,0,36.11,63.89,
Governor,N/A,1986,1104,General,Arizona,"343,913","Mecham, Evan",Challenger,"298,986","Warner, Carolyn",Challenger,Independent,"224,085",Schulz,Challenger,N/A,"44,927",R,25.85,53.49,46.51,
Governor,N/A,1986,1104,General,California,"4,506,601","Deukmejian, George",Incumbent,"2,781,714","Bradley, Tom",Challenger,N/A,N/A,N/A,N/A,"155,170","1,724,887",R,0,61.83,38.17,
Governor,N/A,1986,1104,General,Colorado,"434,420","Strickland, Ted",Challenger,"616,325","Romer, Roy",Challenger,N/A,N/A,N/A,N/A,"8,183","181,905",D,0,41.34,58.66,
Governor,N/A,1986,1104,General,Connecticut,"408,489","Belaga, Julie D.",Challenger,"575,638","O'Neill, William A.",Incumbent,N/A,N/A,N/A,N/A,"9,565","167,149",D,0,41.51,58.49,
Governor,N/A,1986,1104,General,Florida,"1,847,525","Martinez, Bob",Challenger,"1,538,620","Pajcic, Steve",Challenger,N/A,N/A,N/A,N/A,26,"308,905",R,0,54.56,45.44,
Governor,N/A,1986,1104,General,Georgia,"346,512","Davis, Guy",Challenger,"828,465","Harris, Joe Frank",Incumbent,N/A,N/A,N/A,N/A,137,"481,953",D,0,29.49,70.51,
Governor,N/A,1986,1104,General,Hawaii,"160,460","Anderson, D. G.",Challenger,"173,655","Waihee, John",Challenger,N/A,N/A,N/A,N/A,N/A,"13,195",D,0,48.03,51.97,
Governor,N/A,1986,1104,General,Iowa,"472,712","Branstad, Terry E.",Incumbent,"436,987","Junkins, Lowell L.",Challenger,N/A,N/A,N/A,N/A,924,"35,725",R,0,51.96,48.04,
Governor,N/A,1986,1104,General,Idaho,"189,794","Leroy, David H.",Challenger,"193,429","Andrus, Cecil D.",Challenger,N/A,N/A,N/A,N/A,"4,203","3,635",D,0,49.53,50.47,
Governor,N/A,1986,1104,General,Illinois,"1,655,849","Thompson, James R.",Incumbent,"208,830","Fairchild, Mark",Challenger,Illinois Solidarity,"1,256,626","Stevenson, Adlai E. III",Challenger,"22,673","399,223",R,39.97,88.8,11.2,"There was no Democratic candidate for Governor on the ballot, Mark Fairchild being the ""paired"" Democrat for Lt. Governor.  The Democratic vote was cast for the ticket of ""no name"" and Fairchild."
Governor,N/A,1986,1104,General,Kansas,"436,267","Hayden, Mike",Challenger,"404,338","Docking, Thomas R.",Challenger,N/A,N/A,N/A,N/A,N/A,"31,929",R,0,51.9,48.1,
Governor,N/A,1986,1104,General,Massachusetts,"525,364","Kariotis, George",Challenger,"1,157,786","Dukakis, Michael S.",Incumbent,N/A,N/A,N/A,N/A,929,"632,422",D,0,31.21,68.79,
Governor,N/A,1986,1104,General,Maryland,"194,185","Mooney, Thomas J.",Challenger,"907,291","Schaefer, William D.",Challenger,N/A,N/A,N/A,N/A,N/A,"713,106",D,0,17.63,82.37,
Governor,N/A,1986,1104,General,Maine,"170,312","McKernan, John R.",Challenger,"128,744","Tierney, James J.",Challenger,N/A,N/A,N/A,N/A,"127,805","41,568",R,0,56.95,43.05,
Governor,N/A,1986,1104,General,Michigan,"753,647","Lucas, William",Challenger,"1,632,138","Blanchard, James J.",Incumbent,N/A,N/A,N/A,N/A,"10,779","878,491",D,0,31.59,68.41,
Governor,N/A,1986,1104,General,Minnesota,"606,755","Ludeman, Cal R.",Challenger,"790,138","Perpich, Rudy",Incumbent,N/A,N/A,N/A,N/A,"19,096","183,383",D,0,43.44,56.56,
Governor,N/A,1986,1104,General,Nebraska,"298,325","Orr, Kay",Challenger,"265,156","Boosalis, Helen",Challenger,N/A,N/A,N/A,N/A,941,"33,169",R,0,52.94,47.06,
Governor,N/A,1986,1104,General,New Hampshire,"134,824","Sununu, John E.",Incumbent,"116,142","McEachern, Paul",Challenger,N/A,N/A,N/A,N/A,141,"18,682",R,0,53.72,46.28,
Governor,N/A,1986,1104,General,New Mexico,"209,455","Carruthers, Garrey E.",Challenger,"185,378","Powell, Ray B.",Challenger,N/A,N/A,N/A,N/A,N/A,"24,077",R,0,53.05,46.95,
Governor,N/A,1986,1104,General,Nevada,"65,081","Cafferata, Patty",Challenger,"187,268","Bryan, Richard H.",Incumbent,N/A,N/A,N/A,N/A,"8,026","122,187",D,0,25.79,74.21,
Governor,N/A,1986,1104,General,New York,"1,363,810","O'Rourke, Andrew P.",Challenger,"2,775,229","Cuomo, Mario M.",Incumbent,N/A,N/A,N/A,N/A,"155,085","1,411,419",D,0,32.95,67.05,
Governor,N/A,1986,1104,General,Ohio,"1,207,264","Rhodes, James A.",Challenger,"1,858,372","Celeste, Richard F.",Incumbent,N/A,N/A,N/A,N/A,975,"651,108",D,0,39.38,60.62,
Governor,N/A,1986,1104,General,Oklahoma,"430,998","Bellmon, Henry Louis",Challenger,"403,947","Walters, David",Challenger,N/A,N/A,N/A,N/A,"72,790","27,051",R,0,51.62,48.38,
Governor,N/A,1986,1104,General,Oregon,"506,986","Paulus, Norma",Challenger,"549,456","Goldschmidt, Neil",Challenger,N/A,N/A,N/A,N/A,"3,188","42,470",D,0,47.99,52.01,
Governor,N/A,1986,1104,General,Pennsylvania,"1,638,268","Scranton, William W.",Challenger,"1,733,004","Casey, Robert",Challenger,N/A,N/A,N/A,N/A,"32,523","94,736",D,0,48.59,51.41,
Governor,N/A,1986,1104,General,Rhode Island,"208,822","DiPrete, Edward",Incumbent,"104,508","Sundlun, Bruce G.",Challenger,N/A,N/A,N/A,N/A,"9,394","104,314",R,0,66.65,33.35,
Governor,N/A,1986,1104,General,South Carolina,"384,565","Campbell, Carroll",Challenger,"361,325","Daniel, Mike",Challenger,N/A,N/A,N/A,N/A,"7,861","23,240",R,0,51.56,48.44,
Governor,N/A,1986,1104,General,South Dakota,"152,543","Mickelson, George S.",Challenger,"141,898","Herseth, R. Lars",Challenger,N/A,N/A,N/A,N/A,N/A,"10,645",R,0,51.81,48.19,
Governor,N/A,1986,1104,General,Tennessee,"553,449","Dunn, Winfield",Challenger,"656,602","McWherter, Ned",Challenger,N/A,N/A,N/A,N/A,288,"103,153",D,0,45.74,54.26,
Governor,N/A,1986,1104,General,Texas,"1,813,779","Clements, William P.",Incumbent,"1,584,515","White, Mark",Incumbent,N/A,N/A,N/A,N/A,"43,166","229,264",R,0,53.37,46.63,
Governor,N/A,1986,1104,General,Vermont,"75,162","Smith, Peter",Challenger,"92,379","Kunin, Madeline",Incumbent,N/A,N/A,N/A,N/A,N/A,"17,217",D,0,44.86,55.14,"In the absence of a majority for any candidate, the State Legislature elected Madeleine M. Kunin to a  two-year term."
Governor,N/A,1986,1104,General,Wisconsin,"805,090","Thompson, Tommy G.",Challenger,"705,578","Earl, Anthony S.",Incumbent,N/A,N/A,N/A,N/A,"16,292","99,512",R,0,53.29,46.71,
Governor,N/A,1986,1104,General,Wyoming,"69,972","Simpson, Peter",Challenger,"82,991","Sullivan, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"13,019",D,0,45.74,54.26,
Governor,N/A,1987,,General,Kentucky,"273,541","Harper, John",Challenger,"504,674","Wilkinson, Wallace G.",Challenger,N/A,N/A,N/A,N/A,N/A,"231,133",D,0,35.15,64.85,
Governor,N/A,1987,1024,Primary Election Final (no General Election held),Louisiana,"287,780","Livingston, Bob",Challenger,"516,078","Roemer, Charles",Challenger,Democrat,"437,801","Edwards, Edwin W.",Incumbent,"317,071","78,277",D,28.09,35.8,64.2,"Incumbent Governor Edwin W. Edwards withdrew after running second in the primary and no run-off general election was required.; The other vote was: Tauzin, W. J. (Democrat) 154,079"
Governor,N/A,1987,,General,Mississippi,"336,006","Reed, John F.",Challenger,"385,689","Mabus, Ray",Challenger,N/A,N/A,N/A,N/A,N/A,"49,683",D,0,46.56,53.44,
Governor,N/A,1988,1108,General,Delaware,"169,733","Castle, Michael N.",Incumbent,"70,236","Kreshtoll, Jacob",Challenger,N/A,N/A,N/A,N/A,N/A,"99,497",R,0,70.73,29.27,
Governor,N/A,1988,1108,General,Indiana,"1,002,207","Mutz, John M.",Challenger,"1,138,574","Bayh, Evan",Challenger,N/A,N/A,N/A,N/A,N/A,"136,367",D,0,46.82,53.18,
Governor,N/A,1988,1108,General,Missouri,"1,339,531","Ashcroft, John",Incumbent,"724,919","Hearnes, Betty C",Challenger,N/A,N/A,N/A,N/A,"21,478","614,612",R,0,64.89,35.11,
Governor,N/A,1988,1108,General,Montana,"190,604","Stephens, Stan",Challenger,"169,313","Judge, Thomas L.",Incumbent,N/A,N/A,N/A,N/A,"7,104","21,291",R,0,52.96,47.04,
Governor,N/A,1988,1108,General,North Carolina,"1,222,338","Martin, James G.",Incumbent,"957,867","Jordan, Robert B.",Challenger,N/A,N/A,N/A,N/A,N/A,"264,471",R,0,56.07,43.93,
Governor,N/A,1988,1108,General,North Dakota,"119,986","Mallberg, Leon L.",Challenger,"179,094","Sinner, George",Incumbent,N/A,N/A,N/A,N/A,N/A,"59,108",D,0,40.12,59.88,
Governor,N/A,1988,1108,General,New Hampshire,"267,064","Gregg, Judd",Challenger,"172,543","McEachern, Paul",Incumbent,N/A,N/A,N/A,N/A,"2,316","94,521",R,0,60.75,39.25,
Governor,N/A,1988,1108,General,Rhode Island,"203,550","DiPrete, Edward",Incumbent,"196,936","Sundlun, Bruce G.",Challenger,N/A,N/A,N/A,N/A,6,"6,614",R,0,50.83,49.17,
Governor,N/A,1988,1108,General,Utah,"260,462","Bangerter, Norman H.",Incumbent,"249,321","Wilson, Ted",Challenger,N/A,N/A,N/A,N/A,"139,331","11,141",R,0,51.09,48.91,
Governor,N/A,1988,1108,General,Vermont,"105,191","Bernhardt, Michael",Challenger,"134,438","Kunin, Madeline",Incumbent,N/A,N/A,N/A,N/A,"3,250","29,247",D,0,43.9,56.1,
Governor,N/A,1988,1108,General,Washington,"708,481","Williams, Bob",Challenger,"1,166,448","Gardner, Booth",Incumbent,N/A,N/A,N/A,N/A,N/A,"457,967",D,0,37.79,62.21,
Governor,N/A,1988,1108,General,West Virginia,"267,172","Moore, Arch A.",Incumbent,"382,421","Caperton, Gaston",Challenger,N/A,N/A,N/A,N/A,N/A,"115,249",D,0,41.13,58.87,
Governor,N/A,1989,,General,New Jersey,"838,553","Courter, James A.",Challenger,"1,379,973","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"35,274","541,420",D,0,37.8,62.2,
Governor,N/A,1989,,General,Virginia,"889,213","Coleman, J. Marshall",Challenger,"895,949","Wilder, L. Douglas",Challenger,N/A,N/A,N/A,N/A,"1,945","6,736",D,0,49.81,50.19,
Governor,N/A,1990,1106,General,Alaska,"50,991","Sturgulewski, Arliss",Challenger,"60,201","Knowles, Tony",Challenger,Alaskan Independent,"75,721","Hickel, Walter J.",Challenger,"7,837","15,520",ALI,38.88,45.86,54.14,
Governor,N/A,1990,1106,General,Alabama,"633,519","Hunt, Guy",Incumbent,"582,106","Hubbert, Paul R.",Challenger,N/A,N/A,N/A,N/A,625,"51,413",R,0,52.11,47.89,
Governor,N/A,1990,1106,General,Arkansas,"295,925","Nelson, Sheffield",Challenger,"400,386","Clinton, William Jefferson",Incumbent,N/A,N/A,N/A,N/A,101,"104,461",D,0,42.5,57.5,
Governor,N/A,1990,1106,General,Arizona,"523,984","Symington, Fife",Challenger,"519,691","Goddard, Terry",Challenger,N/A,N/A,N/A,N/A,"11,731","4,293",R,0,50.21,49.79,"Neither major-party candidate won an absolute majority in this November election; therefore a run-off election was held February 26, 1991."
Governor,N/A,1990,1106,General,California,"3,791,904","Wilson, Pete",Challenger,"3,525,197","Feinstein, Dianne",Challenger,N/A,N/A,N/A,N/A,"382,366","266,707",R,0,51.82,48.18,
Governor,N/A,1990,1106,General,Colorado,"358,403","Andrews, John",Challenger,"626,032","Romer, Roy",Incumbent,N/A,N/A,N/A,N/A,"26,837","267,629",D,0,36.41,63.59,
Governor,N/A,1990,1106,General,Connecticut,"315,421","Rowland, John G.",Challenger,"161,787","Morrison, Bruce A.",Challenger,A Connecticut Party,"369,599","Weicker, Lowell P. Jr.",Challenger,"11,600","54,178",ACP,43.06,66.1,33.9,
Governor,N/A,1990,1106,General,Florida,"1,535,068","Martinez, Bob",Incumbent,"1,995,206","Chiles, Lawton",Challenger,Write-in,597,Floyd,Challenger,N/A,"460,138",D,0.02,43.48,56.52,
Governor,N/A,1990,1106,General,Georgia,"645,625","Isakson, Johnny",Challenger,"766,662","Miller, Zell",Challenger,N/A,N/A,N/A,N/A,"37,365","121,037",D,0,45.71,54.29,
Governor,N/A,1990,1106,General,Hawaii,"131,310","Hemmings, Fred",Challenger,"203,491","Waihee, John",Incumbent,N/A,N/A,N/A,N/A,"5,331","72,181",D,0,39.22,60.78,
Governor,N/A,1990,1106,General,Iowa,"591,852","Branstad, Terry E.",Incumbent,"379,372","Avenson, Donald D.",Challenger,N/A,N/A,N/A,N/A,"5,259","212,480",R,0,60.94,39.06,
Governor,N/A,1990,1106,General,Idaho,"101,937","Fairchild, Roger",Challenger,"218,673","Andrus, Cecil D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"116,736",D,0,31.79,68.21,
Governor,N/A,1990,1106,General,Illinois,"1,653,126","Edgar, Jim",Challenger,"1,569,217","Hartigan, Neil F.",Challenger,N/A,N/A,N/A,N/A,"35,067","83,909",R,0,51.3,48.7,
Governor,N/A,1990,1106,General,Kansas,"333,589","Hayden, Mike",Challenger,"380,609","Finney, Joan",Challenger,N/A,N/A,N/A,N/A,"69,127","47,020",D,0,46.71,53.29,
Governor,N/A,1990,1106,General,Massachusetts,"1,175,817","Weld, William F.",Challenger,"1,099,878","Silber, John",Challenger,N/A,N/A,N/A,N/A,"67,232","75,939",R,0,51.67,48.33,
Governor,N/A,1990,1106,General,Maryland,"446,980","Shepard, William S.",Challenger,"664,015","Schaefer, William D.",Incumbent,N/A,N/A,N/A,N/A,93,"217,035",D,0,40.23,59.77,
Governor,N/A,1990,1106,General,Maine,"243,766","McKernan, John R.",Incumbent,"230,038","Brennan, Joseph E.",Challenger,N/A,N/A,N/A,N/A,"48,688","13,728",R,0,51.45,48.55,
Governor,N/A,1990,1106,General,Michigan,"1,276,134","Engler, John",Challenger,"1,258,539","Blanchard, James J.",Incumbent,N/A,N/A,N/A,N/A,"29,890","17,595",R,0,50.35,49.65,
Governor,N/A,1990,1106,General,Minnesota,"895,988","Carlson, Arne",Challenger,"836,218","Perpich, Rudy",Incumbent,N/A,N/A,N/A,N/A,"74,571","59,770",R,0,51.73,48.27,
Governor,N/A,1990,1106,General,Nebraska,"287,783","Orr, Kay",Incumbent,"292,190","Nelson, Earl Benjamin",Challenger,N/A,N/A,N/A,N/A,"5,015","4,407",D,0,49.62,50.38,
Governor,N/A,1990,1106,General,New Hampshire,"177,773","Gregg, Judd",Incumbent,"101,923","Grandmaison, J. Joseph",Challenger,N/A,N/A,N/A,N/A,"15,322","75,850",R,0,63.56,36.44,
Governor,N/A,1990,1106,General,New Mexico,"185,692","Bond, Frank",Challenger,"224,564","King, Bruce",Challenger,N/A,N/A,N/A,N/A,976,"38,872",D,0,45.26,54.74,
Governor,N/A,1990,1106,General,Nevada,"94,989","Gallaway, Jim",Challenger,"207,878","Miller, Robert J.",Incumbent,N/A,N/A,N/A,N/A,"17,076","112,889",D,0,31.36,68.64,"In January 1989, Lt. Governor Robert J. Miller (D) became Governor on the resignation of Gov. Richard H. Bryan (D) following his election November 1988 to the U.S. Senate."
Governor,N/A,1990,1106,General,New York,"845,980","Rinfret, Pierre A.",Challenger,"2,123,628","Cuomo, Mario M.",Incumbent,Conservative,"806,735",London,Challenger,"202,277","1,277,648",D,20.28,28.49,71.51,
Governor,N/A,1990,1106,General,Ohio,"1,924,110","Voinovich, George",Challenger,"1,531,380","Celebrezze, Anthony J.",Challenger,N/A,N/A,N/A,N/A,129,"392,730",R,0,55.68,44.32,
Governor,N/A,1990,1106,General,Oklahoma,"297,584","Price, Bill",Challenger,"523,196","Walters, David",Challenger,N/A,N/A,N/A,N/A,"90,534","225,612",D,0,36.26,63.74,
Governor,N/A,1990,1106,General,Oregon,"444,646","Frohnmayer, Dave",Challenger,"508,749","Roberts, Barbara",Challenger,N/A,N/A,N/A,N/A,"159,452","64,103",D,0,46.64,53.36,
Governor,N/A,1990,1106,General,Pennsylvania,"987,516","Hafer, Barbara",Challenger,"2,065,244","Casey, Robert",Incumbent,N/A,N/A,N/A,N/A,N/A,"1,077,728",D,0,32.35,67.65,
Governor,N/A,1990,1106,General,Rhode Island,"92,177","DiPrete, Edward",Incumbent,"264,411","Sundlun, Bruce G.",Challenger,N/A,N/A,N/A,N/A,84,"172,234",D,0,25.85,74.15,
Governor,N/A,1990,1106,General,South Carolina,"528,831","Campbell, Carroll",Incumbent,"212,034","Mitchell, Theo",Challenger,N/A,N/A,N/A,N/A,"20,100","316,797",R,0,71.38,28.62,
Governor,N/A,1990,1106,General,South Dakota,"149,594","Mickelson, George S.",Incumbent,"104,184","Samuelson, Bob L.",Challenger,N/A,N/A,N/A,N/A,N/A,"45,410",R,0,58.95,41.05,
Governor,N/A,1990,1106,General,Tennessee,"289,348","Henry, Dwight",Challenger,"480,885","McWherter, Ned",Incumbent,N/A,N/A,N/A,N/A,"20,208","191,537",D,0,37.57,62.43,
Governor,N/A,1990,1106,General,Texas,"1,805,225","Williams, Clayton",Challenger,"1,896,367","Richards, Ann",Challenger,N/A,N/A,N/A,N/A,"138,882","91,142",D,0,48.77,51.23,
Governor,N/A,1990,1106,General,Vermont,"109,540","Snelling, Richard A.",Challenger,"97,321","Welch, Peter",Challenger,N/A,N/A,N/A,N/A,"4,561","12,219",R,0,52.95,47.05,
Governor,N/A,1990,1106,General,Wisconsin,"802,321","Thompson, Tommy G.",Incumbent,"576,280","Loftus, Thomas",Challenger,N/A,N/A,N/A,N/A,"1,126","226,041",R,0,58.2,41.8,
Governor,N/A,1990,1106,General,Wyoming,"51,747","Mead, Mary",Challenger,"96,735","Sullivan, Mike",Incumbent,N/A,N/A,N/A,N/A,N/A,"44,988",D,0,34.85,65.15,
Governor,N/A,1991,1105,General,Kentucky,"294,452","Harper, John",Challenger,"540,468","Jones, Brereton C.",Challenger,N/A,N/A,N/A,N/A,N/A,"246,016",D,0,35.27,64.73,
Governor,N/A,1991,1116,General,Louisiana,"671,009","Duke, David E.",Challenger,"1,057,031","Edwards, Edwin W.",Challenger,N/A,N/A,N/A,N/A,N/A,"386,022",D,0,38.83,61.17,
Governor,N/A,1991,,General,Mississippi,"361,500","Fordice, Kirk",Challenger,"338,435","Mabus, Ray",Incumbent,N/A,N/A,N/A,N/A,"11,253","23,065",R,0,51.65,48.35,
Governor,N/A,1991,226,General Election Run-off,Arizona,"492,569","Symington, Fife",Challenger,"448,168","Goddard, Terry",Challenger,N/A,N/A,N/A,N/A,N/A,"44,401",R,0,52.36,47.64,"Neither major-party candidate won an absolute majority in the November election; therefore a run-off election was held February 26, 1991."
Governor,N/A,1992,1103,General,Delaware,"90,725","Scott, B. Gary",Challenger,"179,365","Carper, Thomas R.",Challenger,N/A,N/A,N/A,N/A,"6,968","88,640",D,0,33.59,66.41,
Governor,N/A,1992,1103,General,Indiana,"1,154,049","Pearson, Linley E.",Challenger,"1,382,151","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,"24,432","228,102",D,0,45.5,54.5,
Governor,N/A,1992,1103,General,Missouri,"968,574","Webster, William L.",Challenger,"1,375,425","Carnahan, Mel",Challenger,N/A,N/A,N/A,N/A,N/A,"406,851",D,0,41.32,58.68,
Governor,N/A,1992,1103,General,Montana,"209,401","Racicot, Marc",Challenger,"198,421","Bradley, Dorothy",Challenger,N/A,N/A,N/A,N/A,20,"10,980",R,0,51.35,48.65,
Governor,N/A,1992,1103,General,North Carolina,"1,121,955","Gardner, James C.",Challenger,"1,368,246","Hunt, James B. Jr.",Challenger,N/A,N/A,N/A,N/A,"104,983","246,291",D,0,45.05,54.95,
Governor,N/A,1992,1103,General,North Dakota,"176,398","Schafer, Edward T.",Challenger,"123,845","Spaeth, Nicholas",Challenger,N/A,N/A,N/A,N/A,"4,618","52,553",R,0,58.75,41.25,
Governor,N/A,1992,1103,General,New Hampshire,"289,170","Merrill, Steve",Challenger,"206,232","Arnesen, Deborah A.",Challenger,N/A,N/A,N/A,N/A,"20,768","82,938",R,0,58.37,41.63,
Governor,N/A,1992,1103,General,Rhode Island,"145,590","Leonard, Elizabeth Ann",Challenger,"261,484","Sundlun, Bruce G.",Incumbent,N/A,N/A,N/A,N/A,"17,744","115,894",D,0,35.76,64.24,
Governor,N/A,1992,1103,General,Vermont,"65,837","McClaughry, John",Challenger,"213,523","Dean, Howard B.",Incumbent,N/A,N/A,N/A,N/A,"6,368","147,686",D,0,23.57,76.43,Lt. Governor Howard B. Dean (D) became Governor in August 1991 upon the death of Richard A. Snelling (R).
Governor,N/A,1992,1103,General,Washington,"1,086,216","Eikenberry, Ken",Challenger,"1,184,315","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"98,099",D,0,47.84,52.16,
Governor,N/A,1992,1103,General,West Virginia,"240,390","Benedict, Cleveland K.",Challenger,"368,302","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"48,501","127,912",D,0,39.49,60.51,
Governor,N/A,1992,1103,General,Utah,"321,713","Leavitt, Mike O.",Challenger,"177,181","Hanson, Stewart",Challenger,Independent,"255,753","Cook, Merrill",Challenger,"7,889","65,960",R,33.54,64.49,35.51,
Governor,N/A,1993,,General,New Jersey,"1,236,124","Whitman, Christine T.",Challenger,"1,210,031","Florio, James J.",Incumbent,N/A,N/A,N/A,N/A,"59,809","26,093",R,0,50.53,49.47,
Governor,N/A,1993,,General,Virginia,"1,044,079","Allen, George F.",Challenger,"732,751","Terry, Mary Sue",Challenger,N/A,N/A,N/A,N/A,"15,062","311,328",R,0,58.76,41.24,
Governor,N/A,1994,1108,General,Alabama,"604,926","James, Forrest H.",Challenger,"594,169","Folsom, James E. Jr.",Incumbent,N/A,N/A,N/A,N/A,"2,874","10,757",R,0,50.45,49.55,
Governor,N/A,1994,1108,General,Alaska,"87,157","Campbell, James O.",Challenger,"87,693","Knowles, Tony",Challenger,Alaskan Independent,"27,838","Coghill, John",Challenger,"10,747",536,D,13.04,49.85,50.15,
Governor,N/A,1994,1108,General,Arkansas,"287,904","Nelson, Sheffield",Challenger,"428,936","Tucker, Jim Guy",Incumbent,N/A,N/A,N/A,N/A,N/A,"141,032",D,0,40.16,59.84,
