Office,CensusPop,raceYear,weird,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1994,1108,General,Arizona,"593,492","Symington, Fife",Incumbent,"500,702","Basha, Eddie",Challenger,N/A,N/A,N/A,N/A,"35,413","92,790",R,0,54.24,45.76,
Governor,N/A,1994,1108,General,California,"4,781,766","Wilson, Pete",Incumbent,"3,519,799","Brown, Kathleen",Challenger,N/A,N/A,N/A,N/A,"363,810","1,261,967",R,0,57.6,42.4,
Governor,N/A,1994,1108,General,Colorado,"432,042","Benson, Bruce",Challenger,"619,205","Romer, Roy",Incumbent,N/A,N/A,N/A,N/A,"65,060","187,163",D,0,41.1,58.9,
Governor,N/A,1994,1108,General,Connecticut,"415,201","Rowland, John G.",Challenger,"375,133","Curry, Bill",Challenger,A Connecticut Party,"216,585","Groark, Eunice",Challenger,"140,135","40,068",R,18.88,52.53,47.47,
Governor,N/A,1994,1108,General,Florida,"2,071,068","Bush, Jeb",Challenger,"2,135,008","Chiles, Lawton",Incumbent,N/A,N/A,N/A,N/A,583,"63,940",D,0,49.24,50.76,
Governor,N/A,1994,1108,General,Georgia,"756,371","Millner, Guy",Challenger,"788,926","Miller, Zell",Incumbent,N/A,N/A,N/A,N/A,31,"32,555",D,0,48.95,51.05,
Governor,N/A,1994,1108,General,Hawaii,"107,908","Saiki, Patricia",Challenger,"134,978","Cayetano, Benjamin J.",Challenger,Best Party,"113,158","Fasi, Frank F.",Challenger,"12,969","21,820",D,30.67,44.43,55.57,
Governor,N/A,1994,1108,General,Iowa,"566,395","Branstad, Terry E.",Incumbent,"414,453","Campbell, Bonnie J.",Challenger,N/A,N/A,N/A,N/A,"16,400","151,942",R,0,57.75,42.25,
Governor,N/A,1994,1108,General,Idaho,"216,123","Batt, Phil",Challenger,"181,363","Echohawk, Larry",Challenger,N/A,N/A,N/A,N/A,"15,860","34,760",R,0,54.37,45.63,
Governor,N/A,1994,1108,General,Illinois,"1,984,318","Edgar, Jim",Incumbent,"1,069,850","Netsch, Dawn C.",Challenger,N/A,N/A,N/A,N/A,"52,398","914,468",R,0,64.97,35.03,
Governor,N/A,1994,1108,General,Kansas,"526,113","Graves, Bill",Challenger,"294,733","Slattery, Jim",Challenger,N/A,N/A,N/A,N/A,N/A,"231,380",R,0,64.09,35.91,
Governor,N/A,1994,1108,General,Massachusetts,"1,599,141","Weld, William F.",Incumbent,"636,138","Roosevelt, Mark",Challenger,N/A,N/A,N/A,N/A,"19,871","963,003",R,0,71.54,28.46,
Governor,N/A,1994,1108,General,Maryland,"702,101","Sauerbrey, Ellen R.",Challenger,"708,094","Glendening, Parris N.",Challenger,N/A,N/A,N/A,N/A,105,"5,993",D,0,49.79,50.21,
Governor,N/A,1994,1108,General,Maine,"117,990","Collins, Susan M.",Challenger,"172,951","Brennan, Joseph E.",Challenger,Independent,"180,829","King, Agnus",Challenger,"39,538","7,878",I,35.37,40.55,59.45,
Governor,N/A,1994,1108,General,Michigan,"1,899,101","Engler, John",Incumbent,"1,188,438","Wolpe, Howard",Challenger,N/A,N/A,N/A,N/A,"1,538","710,663",R,0,61.51,38.49,
Governor,N/A,1994,1108,General,Minnesota,"1,094,165","Carlson, Arne",Incumbent,"589,344","Marty, John",Challenger,N/A,N/A,N/A,N/A,"82,081","504,821",R,0,64.99,35.01,
Governor,N/A,1994,1108,General,Nebraska,"148,230","Spence, Gene",Challenger,"423,270","Nelson, Earl Benjamin",Incumbent,N/A,N/A,N/A,N/A,"8,061","275,040",D,0,25.94,74.06,
Governor,N/A,1994,1108,General,New Hampshire,"218,134","Merrill, Steve",Incumbent,"79,686","King, Wayne D.",Challenger,N/A,N/A,N/A,N/A,"14,062","138,448",R,0,73.24,26.76,
Governor,N/A,1994,1108,General,New Mexico,"232,945","Johnson, Gary E.",Challenger,"186,686","King, Bruce",Incumbent,N/A,N/A,N/A,N/A,"47,990","46,259",R,0,55.51,44.49,
Governor,N/A,1994,1108,General,Nevada,"156,875","Gibbons, Jim",Challenger,"200,026","Miller, Robert J.",Incumbent,N/A,N/A,N/A,N/A,"22,775","43,151",D,0,43.95,56.05,
Governor,N/A,1994,1108,General,New York,"2,538,702","Pataki, George E.",Challenger,"2,364,904","Cuomo, Mario M.",Incumbent,N/A,N/A,N/A,N/A,"305,156","173,798",R,0,51.77,48.23,
Governor,N/A,1994,1108,General,Ohio,"2,401,572","Voinovich, George",Incumbent,"835,849","Burch, Robert L.",Challenger,N/A,N/A,N/A,N/A,"108,817","1,565,723",R,0,74.18,25.82,
Governor,N/A,1994,1108,General,Oklahoma,"466,740","Keating, Frank",Challenger,"294,936","Mildren, Jack",Challenger,Independent,"233,336","Watkins, Wes",Challenger,N/A,"171,804",R,23.45,61.28,38.72,
Governor,N/A,1994,1108,General,Oregon,"517,874","Smith, Denny",Challenger,"622,083","Kitzhaber, John",Challenger,N/A,N/A,N/A,N/A,"81,053","104,209",D,0,45.43,54.57,
Governor,N/A,1994,1108,General,Pennsylvania,"1,627,976","Ridge, Thomas J.",Challenger,"1,433,099","Singel, Mark S.",Challenger,N/A,N/A,N/A,N/A,"527,451","194,877",R,0,53.18,46.82,
Governor,N/A,1994,1108,General,Rhode Island,"171,194","Almond, Lincoln C.",Challenger,"157,361","York, Myrth",Challenger,N/A,N/A,N/A,N/A,"32,822","13,833",R,0,52.11,47.89,
Governor,N/A,1994,1108,General,South Carolina,"470,756","Beasley, David",Challenger,"447,002","Theodore, Nick A.",Challenger,N/A,N/A,N/A,N/A,"16,092","23,754",R,0,51.29,48.71,
Governor,N/A,1994,1108,General,South Dakota,"172,515","Janklow, William J.",Challenger,"126,273","Beddow, Jim",Challenger,N/A,N/A,N/A,N/A,"12,825","46,242",R,0,57.74,42.26,
Governor,N/A,1994,1108,General,Tennessee,"807,107","Sundquist, Don",Challenger,"664,243","Bredesen, Phil",Challenger,N/A,N/A,N/A,N/A,"15,774","142,864",R,0,54.85,45.15,
Governor,N/A,1994,1108,General,Texas,"2,350,994","Bush, George W.",Challenger,"2,016,928","Richards, Ann",Incumbent,N/A,N/A,N/A,N/A,"28,320","334,066",R,0,53.82,46.18,
Governor,N/A,1994,1108,General,Vermont,"40,292","Kelley, David F.",Challenger,"145,661","Dean, Howard B.",Incumbent,N/A,N/A,N/A,N/A,"26,093","105,369",D,0,21.67,78.33,
Governor,N/A,1994,1108,General,Wisconsin,"1,051,326","Thompson, Tommy G.",Incumbent,"482,850","Chvala, Chuck",Challenger,N/A,N/A,N/A,N/A,"29,659","568,476",R,0,68.53,31.47,
Governor,N/A,1994,1108,General,Wyoming,"109,272","Geringer, Jim",Challenger,"74,980","Karpan, Kathy",Challenger,N/A,N/A,N/A,N/A,"2,045","34,292",R,0,59.31,40.69,
Governor,N/A,1995,1107,General,Kentucky,"479,227","Forgy, Larry",Challenger,"500,787","Patton, Paul E.",Challenger,N/A,N/A,N/A,N/A,"3,965","21,560",D,0,48.9,51.1,
Governor,N/A,1995,1118,General,Louisiana,"984,499","Foster, Mike",Challenger,"565,861","Fields, Cleo",Challenger,N/A,N/A,N/A,N/A,N/A,"418,638",R,0,63.5,36.5,
Governor,N/A,1995,,General,Mississippi,"455,261","Fordice, Kirk",Incumbent,"364,210","Molpus, Dick",Challenger,N/A,N/A,N/A,N/A,N/A,"91,051",R,0,55.56,44.44,
Governor,N/A,1996,1105,General,Delaware,"82,654","Rzewnicki, Janet C.",Challenger,"188,300","Carper, Thomas R.",Incumbent,N/A,N/A,N/A,N/A,N/A,"105,646",D,0,30.5,69.5,
Governor,N/A,1996,1105,General,Indiana,"986,982","Goldsmith, Stephen",Challenger,"1,087,128","O'Bannon, Frank",Challenger,N/A,N/A,N/A,N/A,"35,937","100,146",D,0,47.59,52.41,
Governor,N/A,1996,1105,General,Missouri,"866,268","Kelly, Margaret",Challenger,"1,224,801","Carnahan, Mel",Incumbent,N/A,N/A,N/A,N/A,"51,449","358,533",D,0,41.43,58.57,
Governor,N/A,1996,1105,General,Montana,"320,768","Racicot, Marc",Incumbent,"84,407","Jacobson, Judy",Challenger,N/A,N/A,N/A,N/A,N/A,"236,361",R,0,79.17,20.83,"Results include a total of 7,936 absentee ballots cast for the party's initial gubernatorial candidate, Chet Blaylock, who died October 23, 1996."
Governor,N/A,1996,1105,General,New Hampshire,"196,321","Lamontagne, Ovide M.",Challenger,"284,175","Shaheen, Jeanne",Challenger,N/A,N/A,N/A,N/A,"16,290","87,854",D,0,40.86,59.14,
Governor,N/A,1996,1105,General,North Carolina,"1,097,053","Hayes, Robert",Challenger,"1,436,638","Hunt, James B. Jr.",Incumbent,N/A,N/A,N/A,N/A,"32,494","339,585",D,0,43.3,56.7,
Governor,N/A,1996,1105,General,North Dakota,"174,937","Schafer, Edward T.",Incumbent,"89,349","Kaldor, Lee",Challenger,N/A,N/A,N/A,N/A,12,"85,588",R,0,66.19,33.81,
Governor,N/A,1996,1105,General,Utah,"503,693","Leavitt, Mike O.",Incumbent,"156,616","Bradley, Jim",Challenger,N/A,N/A,N/A,N/A,"11,570","347,077",R,0,76.28,23.72,
Governor,N/A,1996,1105,General,Vermont,"57,161","Gropper, John L.",Challenger,"179,544","Dean, Howard B.",Incumbent,N/A,N/A,N/A,N/A,"17,943","122,383",D,0,24.15,75.85,
Governor,N/A,1996,1105,General,Washington,"940,538","Craswell, Ellen",Challenger,"1,296,492","Locke, Gary",Challenger,N/A,N/A,N/A,N/A,N/A,"355,954",D,0,42.04,57.96,
Governor,N/A,1996,1105,General,West Virginia,"324,518","Underwood, Cecil H.",Challenger,"287,870","Pritt, Charlotte",Challenger,Libertarian,"16,171",Johnson (West Virginia),Challenger,N/A,"36,648",R,2.57,52.99,47.01,
Governor,N/A,1997,,General,New Jersey,"1,133,394","Whitman, Christine T.",Incumbent,"1,107,968","McGreevey, James",Challenger,N/A,N/A,N/A,N/A,"176,982","25,426",R,0,50.57,49.43,
Governor,N/A,1997,1104,General,Virginia,"969,062","Gilmore, James S. III",Challenger,"738,971","Beyer, Donald S. Jr.",Challenger,N/A,N/A,N/A,N/A,"28,281","230,091",R,0,56.74,43.26,
Governor,N/A,1998,1103,General,Alabama,"550,641","James, Forrest H.",Challenger,"756,309","Siegelman, Don",Challenger,N/A,N/A,N/A,N/A,"2,930","205,668",D,0,42.13,57.87,
Governor,N/A,1998,1103,General,Alaska,"34,922","Lindauer, John",Challenger,"93,969","Knowles, Tony",Incumbent,N/A,N/A,N/A,N/A,"57,740","59,047",D,0,27.09,72.91,
Governor,N/A,1998,1103,General,Arizona,"699,688","Hull, Jane Dee",Incumbent,"415,910","Johnson, Paul",Challenger,N/A,N/A,N/A,N/A,"103,406","283,778",R,0,62.72,37.28,
Governor,N/A,1998,1103,General,California,"3,218,030","Lungren, Dan",Challenger,"4,860,702","Davis, Gray",Challenger,N/A,N/A,N/A,N/A,"306,464","1,642,672",D,0,39.83,60.17,
Governor,N/A,1998,1103,General,Colorado,"651,895","Owens, Bill",Challenger,"640,123","Schoettler, Gail",Challenger,N/A,N/A,N/A,N/A,"36,289","11,772",R,0,50.46,49.54,
Governor,N/A,1998,1103,General,Connecticut,"628,707","Rowland, John G.",Incumbent,"354,187","Kennelly, Barbara B.",Challenger,N/A,N/A,N/A,N/A,"16,643","274,520",R,0,63.96,36.04,
Governor,N/A,1998,1103,General,Florida,"2,191,105","Bush, Jeb",Challenger,"1,773,054","Mackay, Kenneth H.",Challenger,N/A,N/A,N/A,N/A,282,"418,051",R,0,55.27,44.73,
Governor,N/A,1998,1103,General,Georgia,"790,201","Millner, Guy",Challenger,"941,076","Barnes, Roy E.",Challenger,N/A,N/A,N/A,N/A,"61,531","150,875",D,0,45.64,54.36,
Governor,N/A,1998,1103,General,Hawaii,"198,952","Lingle, Linda",Challenger,"204,206","Cayetano, Benjamin J.",Incumbent,N/A,N/A,N/A,N/A,"4,398","5,254",D,0,49.35,50.65,
Governor,N/A,1998,1103,General,Idaho,"258,095","Kempthorne, Dirk",Challenger,"110,815","Huntley, Robert C.",Challenger,N/A,N/A,N/A,N/A,"12,338","147,280",R,0,69.96,30.04,
Governor,N/A,1998,1103,General,Illinois,"1,714,094","Ryan, George H.",Challenger,"1,594,191","Poshard, Glenn",Challenger,N/A,N/A,N/A,N/A,"50,420","119,903",R,0,51.81,48.19,
Governor,N/A,1998,1103,General,Iowa,"444,787","Lightfoot, Jim Ross",Challenger,"500,231","Vilsack, Tom",Challenger,N/A,N/A,N/A,N/A,"11,400","55,444",D,0,47.07,52.93,
Governor,N/A,1998,1103,General,Kansas,"544,882","Graves, Bill",Incumbent,"168,243","Sawyer, Tom",Challenger,N/A,N/A,N/A,N/A,"29,540","376,639",R,0,76.41,23.59,
Governor,N/A,1998,1103,General,Maine,"79,716","Longley, James B. Jr.",Challenger,"50,506","Connolly, Thomas J.",Challenger,Independent,"246,772","King, Agnus",Incumbent,"44,015","167,056",I,58.61,61.22,38.78,"Incumbent Agnus King, an Indipendent candidate received 246,772 votes (58.6% of the total vote) and won the election"
Governor,N/A,1998,1103,General,Maryland,"658,217","Sauerbrey, Ellen R.",Challenger,"721,286","Glendening, Parris N.",Incumbent,N/A,N/A,N/A,N/A,607,"63,069",D,0,47.71,52.29,
Governor,N/A,1998,1103,General,Massachusetts,"967,160","Cellucci, Argeo Paul",Incumbent,"901,843","Harshbarger, Scott",Challenger,N/A,N/A,N/A,N/A,"34,333","65,317",R,0,51.75,48.25,
Governor,N/A,1998,1103,General,Michigan,"1,883,005","Engler, John",Incumbent,"1,143,574","Fieger, Geoffrey",Challenger,N/A,N/A,N/A,N/A,525,"739,431",R,0,62.22,37.78,
Governor,N/A,1998,1103,General,Minnesota,"716,880","Coleman, Norm",Challenger,N/A,N/A,N/A,Reform,"773,403","Ventura, Jesse",Challenger,"600,235","56,523",RF,37,100,0,"The other vote was: Humphrey, Hubert H. III (Democrat Farmer-Labor) 587,060"
Governor,N/A,1998,1103,General,Nebraska,"293,910","Johanns, Mike",Challenger,"250,678","Hoppner, Bill",Challenger,N/A,N/A,N/A,N/A,650,"43,232",R,0,53.97,46.03,
Governor,N/A,1998,1103,General,Nevada,"223,892","Guinn, Kenny",Challenger,"182,281","Jones, Jan Laverty",Challenger,N/A,N/A,N/A,N/A,"27,457","41,611",R,0,55.12,44.88,
Governor,N/A,1998,1103,General,New Hampshire,"98,473","Lucas, Jay",Challenger,"210,769","Shaheen, Jeanne",Incumbent,N/A,N/A,N/A,N/A,"9,698","112,296",D,0,31.84,68.16,
Governor,N/A,1998,1103,General,New Mexico,"271,948","Johnson, Gary E.",Incumbent,"226,755","Chavez, Martin J.",Challenger,N/A,N/A,N/A,N/A,N/A,"45,193",R,0,54.53,45.47,
Governor,N/A,1998,1103,General,New York,"2,571,991","Pataki, George E.",Incumbent,"1,570,317","Vallone, Peter F.",Challenger,N/A,N/A,N/A,N/A,"592,928","1,001,674",R,0,62.09,37.91,
Governor,N/A,1998,1103,General,Ohio,"1,678,721","Taft, Robert A. Jr.",Challenger,"1,498,956","Fisher, Lee",Challenger,N/A,N/A,N/A,N/A,"176,536","179,765",R,0,52.83,47.17,
Governor,N/A,1998,1103,General,Oklahoma,"505,498","Keating, Frank",Incumbent,"357,552","Boyd, Laura",Challenger,N/A,N/A,N/A,N/A,"10,535","147,946",R,0,58.57,41.43,
Governor,N/A,1998,1103,General,Oregon,"334,001","Sizemore, Bill",Challenger,"717,061","Kitzhaber, John",Incumbent,N/A,N/A,N/A,N/A,"62,036","383,060",D,0,31.78,68.22,
Governor,N/A,1998,1103,General,Pennsylvania,"1,736,844","Ridge, Thomas J.",Incumbent,"938,745","Itkin, Ivan",Challenger,Constitution,"315,761","Luksik, Peg",Challenger,"33,802","798,099",R,10.44,64.91,35.09,
Governor,N/A,1998,1103,General,Rhode Island,"156,180","Almond, Lincoln C.",Incumbent,"129,105","York, Myrth",Challenger,N/A,N/A,N/A,N/A,"21,098","27,075",R,0,54.75,45.25,
Governor,N/A,1998,1103,General,South Carolina,"484,088","Beasley, David",Incumbent,"570,070","Hodges, James H.",Challenger,N/A,N/A,N/A,N/A,"16,711","85,982",D,0,45.92,54.08,
Governor,N/A,1998,1103,General,South Dakota,"166,621","Janklow, William J.",Incumbent,"85,473","Hunhoff, Bernie",Challenger,N/A,N/A,N/A,N/A,"8,093","81,148",R,0,66.09,33.91,
Governor,N/A,1998,1103,General,Tennessee,"669,973","Sundquist, Don",Incumbent,"287,750","Hooker, John Jay",Challenger,N/A,N/A,N/A,N/A,"18,513","382,223",R,0,69.95,30.05,
Governor,N/A,1998,1103,General,Texas,"2,551,454","Bush, George W.",Incumbent,"1,165,444","Mauro, Garry",Challenger,N/A,N/A,N/A,N/A,"21,585","1,386,010",R,0,68.64,31.36,
Governor,N/A,1998,1103,General,Vermont,"89,726","Dwyer, Ruth",Challenger,"121,425","Dean, Howard B.",Incumbent,N/A,N/A,N/A,N/A,"6,969","31,699",D,0,42.49,57.51,
Governor,N/A,1998,1103,General,Wisconsin,"1,047,716","Thompson, Tommy G.",Incumbent,"679,553","Garvey, Ed",Challenger,N/A,N/A,N/A,N/A,"28,745","368,163",R,0,60.66,39.34,
Governor,N/A,1998,1103,General,Wyoming,"97,235","Geringer, Jim",Incumbent,"70,754","Vinich, John P.",Challenger,N/A,N/A,N/A,N/A,"6,899","26,481",R,0,57.88,42.12,
Governor,N/A,1998,1103,General,Arkansas,"430,919","Huckabee, Mike",Incumbent,"278,155","King, James H.",Challenger,N/A,N/A,N/A,N/A,"19,545","152,764",R,0,60.77,39.23,
Governor,N/A,1999,,General,Kentucky,"128,788","Martin, Peppy",Challenger,"352,099","Patton, Paul E.",Incumbent,Reform,"88,930",Galbraith,Challenger,"10,257","223,311",D,15.33,26.78,73.22,
Governor,N/A,1999,,General,Louisiana,"805,203","Foster, Mike",Incumbent,"382,445","Jefferson, William J.",Challenger,N/A,N/A,N/A,N/A,"107,557","422,758",R,0,67.8,32.2,
Governor,N/A,1999,,General,Mississippi,"370,691","Parker, Mike",Challenger,"379,034","Musgrove, Ronnie",Challenger,N/A,N/A,N/A,N/A,"14,213","8,343",D,0,49.44,50.56,
Governor,N/A,1974,,General,Alaska,"45,840","Hammond, Jay S.",Challenger,"45,553","Egan, William A.",Incumbent,N/A,N/A,N/A,N/A,"4,770",287,R,0,50.16,49.84,
Governor,N/A,1974,,General,Alabama,"88,381","McCary, Elvin",Challenger,"497,574","Wallace, George C.",Incumbent,Prohibition,"12,350",Partain,Challenger,N/A,"409,193",D,2.06,15.08,84.92,
Governor,N/A,1974,,General,Arkansas,"187,872","Coon, Ken",Challenger,"358,018","Pryor, David H.",Challenger,N/A,N/A,N/A,N/A,84,"170,146",D,0,34.42,65.58,
Governor,N/A,1974,,General,Arizona,"273,674","Williams, Russell",Incumbent,"278,375","Castro, Raul H.",Challenger,N/A,N/A,N/A,N/A,153,"4,701",D,0,49.57,50.43,
Governor,N/A,1974,,General,California,"2,952,954","Flournoy, Houston I.",Challenger,"3,131,648","Brown, Edmund G. Jr.",Challenger,N/A,N/A,N/A,N/A,"158,873","178,694",D,0,48.53,51.47,
Governor,N/A,1974,,General,Colorado,"378,907","Vanderhoof, John D.",Challenger,"441,199","Lamm, Richard D.",Challenger,N/A,N/A,N/A,N/A,"8,862","62,292",D,0,46.2,53.8,
Governor,N/A,1974,,General,Connecticut,"440,169","Steele, Robert H.",Challenger,"643,490","Grasso, Ella T.",Challenger,N/A,N/A,N/A,N/A,"19,114","203,321",D,0,40.62,59.38,
Governor,N/A,1974,,General,Florida,"708,196","Thomas, Jerry",Challenger,"1,117,292","Askew, Reubin",Incumbent,N/A,N/A,N/A,N/A,N/A,"409,096",D,0,38.79,61.21,
Governor,N/A,1974,,General,Georgia,"289,113","Thompson, Ronnie",Challenger,"646,777","Busbee, George",Challenger,N/A,N/A,N/A,N/A,548,"357,664",D,0,30.89,69.11,
Governor,N/A,1974,,General,Hawaii,"113,388","Crossley, Randolph",Challenger,"136,262","Ariyoshi, George R.",Challenger,N/A,N/A,N/A,N/A,N/A,"22,874",D,0,45.42,54.58,
Governor,N/A,1974,,General,Iowa,"530,253","Ray, Robert E.",Incumbent,"375,595","Schaben, James F.",Challenger,N/A,N/A,N/A,N/A,"8,347","154,658",R,0,58.54,41.46,
Governor,N/A,1974,,General,Idaho,"68,731","Murphy, Jack M.",Challenger,"184,142","Andrus, Cecil D.",Incumbent,N/A,N/A,N/A,N/A,"6,759","115,411",D,0,27.18,72.82,
Governor,N/A,1974,,General,Kansas,"387,792","Bennett, Robert F.",Challenger,"384,115","Miller, Vern",Challenger,N/A,N/A,N/A,N/A,"11,968","3,677",R,0,50.24,49.76,
Governor,N/A,1974,,General,Massachusetts,"784,353","Sargent, Francis W.",Incumbent,"992,284","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"78,161","207,931",D,0,44.15,55.85,
Governor,N/A,1974,,General,Maryland,"346,449","Gore, Louise",Challenger,"602,648","Mandel, Marvin",Incumbent,N/A,N/A,N/A,N/A,N/A,"256,199",D,0,36.5,63.5,
Governor,N/A,1974,,General,Maine,"84,176","Erwin, James S.",Incumbent,"132,219","Mitchell, George J.",Challenger,Independent,"142,464","Longley, James B.",Challenger,"5,086","10,245",I,39.14,38.9,61.1,
Governor,N/A,1974,,General,Michigan,"1,356,865","Milliken, William G.",Incumbent,"1,242,250","Levin, Sander M.",Challenger,N/A,N/A,N/A,N/A,"57,905","114,615",R,0,52.2,47.8,
Governor,N/A,1974,,General,Minnesota,"367,722","Johnson, John W.",Challenger,"786,787","Anderson, Wendell R.",Incumbent,N/A,N/A,N/A,N/A,"98,389","419,065",D,0,31.85,68.15,
Governor,N/A,1974,,General,Nebraska,"159,780","Marvel, Richard D.",Challenger,"267,012","Exon, J. J.",Incumbent,N/A,N/A,N/A,N/A,"24,514","107,232",D,0,37.44,62.56,
Governor,N/A,1974,,General,New Hampshire,"115,933","Thomson, Meldrim",Incumbent,"110,591","Leonard, Richard W.",Challenger,N/A,N/A,N/A,N/A,141,"5,342",R,0,51.18,48.82,
Governor,N/A,1974,,General,New Mexico,"160,430","Skeen, Joseph R.",Challenger,"164,172","Apodaca, Jerry",Challenger,N/A,N/A,N/A,N/A,"4,140","3,742",D,0,49.42,50.58,
Governor,N/A,1974,,General,Nevada,"28,959","Crumpler, Shirley",Challenger,"114,114","O'Callaghan, Mike",Incumbent,N/A,N/A,N/A,N/A,"26,285","85,155",D,0,20.24,79.76,
Governor,N/A,1974,,General,New York,"2,219,667","Wilson, Malcolm",Challenger,"3,028,503","Carey, Hugh L.",Challenger,N/A,N/A,N/A,N/A,"45,006","808,836",D,0,42.29,57.71,
Governor,N/A,1974,,General,Ohio,"1,493,679","Rhodes, James A.",Challenger,"1,482,191","Gilligan, John J.",Incumbent,N/A,N/A,N/A,N/A,"96,140","11,488",R,0,50.19,49.81,
Governor,N/A,1974,,General,Oklahoma,"290,459","Inhofe, James M.",Challenger,"514,383","Boren, David L.",Challenger,N/A,N/A,N/A,N/A,N/A,"223,924",D,0,36.09,63.91,
Governor,N/A,1974,,General,Oregon,"324,751","Atiyeh, Victor",Challenger,"444,312","Straub, Robert W.",Challenger,N/A,N/A,N/A,N/A,"1,011","119,561",D,0,42.23,57.77,
Governor,N/A,1974,,General,Pennsylvania,"1,578,917","Lewis, Andrew L.",Challenger,"1,878,252","Shapp, Milton",Incumbent,N/A,N/A,N/A,N/A,"34,065","299,335",D,0,45.67,54.33,
Governor,N/A,1974,,General,Rhode Island,"69,224","Nugent, James W.",Challenger,"252,436","Noel, Philip W.",Incumbent,N/A,N/A,N/A,N/A,N/A,"183,212",D,0,21.52,78.48,
Governor,N/A,1974,,General,South Carolina,"266,109","Edwards, James B.",Challenger,"248,938","Dorn, William Jennings Bryan",Challenger,N/A,N/A,N/A,N/A,"8,152","17,171",R,0,51.67,48.33,
Governor,N/A,1974,,General,South Dakota,"128,873","Olson, John E.",Challenger,"148,989","Kneip, Richard F.",Incumbent,N/A,N/A,N/A,N/A,N/A,"20,116",D,0,46.38,53.62,
Governor,N/A,1974,,General,Tennessee,"455,467","Alexander, Lamar",Challenger,"576,833","Blanton, Leonard Ray",Challenger,N/A,N/A,N/A,N/A,"8,414","121,366",D,0,44.12,55.88,
Governor,N/A,1974,,General,Texas,"514,725","Granberry, Jim",Challenger,"1,016,334","Briscoe, Dolph",Incumbent,N/A,N/A,N/A,N/A,"123,898","501,609",D,0,33.62,66.38,
Governor,N/A,1974,,General,Vermont,"53,672","Kennedy, Walter L.",Challenger,"79,842","Salmon, Thomas P.",Incumbent,N/A,N/A,N/A,N/A,"7,642","26,170",D,0,40.2,59.8,
Governor,N/A,1974,,General,Wisconsin,"495,195","Dyke, William D.",Challenger,"628,639","Lucey, Patrick J.",Incumbent,N/A,N/A,N/A,N/A,"56,142","133,444",D,0,44.06,55.94,
Governor,N/A,1974,,General,Wyoming,"56,645","Jones, Dick",Challenger,"71,741","Herschler, Ed",Challenger,N/A,N/A,N/A,N/A,N/A,"15,096",D,0,44.12,55.88,
